250	-190.06
600	-190.06
1200	-190.16
1800	-190.26
2400	-190.36
3000	-190.46
3600	-190.56
4200	-190.56
4800	-190.66
5400	-190.66
6000	-190.76
6100	-190.76
6200	-190.76
6300	-190.86
6400	-190.86
6500	-190.86
6600	-190.96
6700	-190.96
6800	-190.96
6900	-191.06
7000	-191.06
8000	-191.06
9000	-190.76
10000	-191.26
15000	-192.26
20000	-191.76
25000	-190.66
